DF0080	ST020_KNAUF_2015	Knauf	2015	1	3	1	Solid wood products	Aggregate wood product mix	Mix of soild wood products	Not specified	Mixed / aggregate use	Germany	Germany	Not specified	1.50	1.50	1.50					tCO2e/tCO2e	TRUE	1	Medium	Medium	Uses DFs from Taverna etal2 2007 and Sathre & Connor 2010
DF0081	ST020_KNAUF_2015	Knauf	2015	1	2	3	Energy	Bioenergy	Bioenergy	Not specified	Energy substitution	Germany	Germany	Not specified	0.94	0.67	0.94					tCO2e/tCO2e	TRUE	1	Medium	Medium	Based on Rüter. Includes value chain emissions and excludes upstream fossli fuel emissions
DF0082	ST021_KNIGHT_2005	Knight	2005	1	1	1	Solid wood products	Doors/windows	Reinforced wood dooor	steel door	Building components	USA	USA	Not specified	5.69	5.69	5.69					tCO2e/tCO2e	TRUE	1	Medium	Low	Calculated based on wood door weight 55lb and CO2 displaced 130 kg/door
DF0083	ST022_LCA_CONSULTING_STORA_ENSO_2018	LCA Consulting & Stora Enso	2018	2	1	2	Paper/Fibre products	Packaging	Ecofishbox paper 481 g	plastic	Packaging	Nordic	Finland/Sweden	Not specified	3.06	3.06	3.06					tCO2e/tCO2e	TRUE	1	Medium	High	Calculated by extracting figures from figures, 2,0 kgCO2e displaced
DF0084	ST022_LCA_CONSULTING_STORA_ENSO_2018	LCA Consulting & Stora Enso	2018	2	1	2	Paper/Fibre products	Packaging	Ecofishbox paper 1271 g	plastic	Packaging	Nordic	Finland/Sweden	Not specified	1.51	1.51	1.51					tCO2e/tCO2e	TRUE	1	Medium	High	Calculated by extracting figures from figures, 2,6 kgCO2e displaced
DF0085	ST023_LESKINEN_2018	Leskinen	2018	3	2	1	Solid wood products	Aggregate wood product mix	Unweighted (?) average for structural construction, assumption based on report that 0,4 is DF for end-use	Not specified	Mixed / aggregate use	Not specified		Not specified	0.90	0.90	0.90		1.30			tCO2e/tCO2e	TRUE	1	Medium	Low	Review of DF in 51 studies, found 433 individual DFs of which 79% related to the contruction sector
DF0086	ST023_LESKINEN_2018	Leskinen	2018	3	2	1	Solid wood products	Aggregate wood product mix	Unweighted (?) average for non-structural construction, assumption based on report that 0,4 is DF for end-use	Not specified	Mixed / aggregate use	Not specified		Not specified	1.20	1.20	1.20		1.60			tCO2e/tCO2e	TRUE	1	Medium	Low	
DF0087	ST023_LESKINEN_2018	Leskinen	2018	3	2	4	Textiles	Textiles	Assumption based on report that 0,4 is DF for end-use	Not specified	Textile substitution	Not specified		Not specified	2.40	2.80	2.40	0.40				tCO2e/tCO2e	TRUE	1	Medium	Low	Table 1
DF0088	ST024_MARKWARDT_2017	Markwardt	2017	2	1	2	Paper/Fibre products	Packaging	Tetra recart	Glass jar/Germany	Packaging	Germany	Germany	Not specified	6.50	6.50	6.50					tCO2e/tCO2e	TRUE	1	Medium	Medium	Used in BillerudKorsnäs study 2020, end-use DF was added in BK study
DF0089	ST024_MARKWARDT_2017	Markwardt	2017	2	1	2	Paper/Fibre products	Packaging	Tetra recart	Steel can/Germany	Packaging	Germany	Germany	Not specified	6.40	6.40	6.40					tCO2e/tCO2e	TRUE	1	Medium	Medium	Used in BillerudKorsnäs study 2020, end-use DF was added in BK study
